,Id,TotalMinutesAsleep,SleepDay,Date,WeightKg,BMI,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,Calories
30,1503960366,327,4/12/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
61,1503960366,327,4/12/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
92,1503960366,384,4/13/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
123,1503960366,384,4/13/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
154,1503960366,412,4/15/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
185,1503960366,412,4/15/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
216,1503960366,340,4/16/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
247,1503960366,340,4/16/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
278,1503960366,700,4/17/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
309,1503960366,700,4/17/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
340,1503960366,304,4/19/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
371,1503960366,304,4/19/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
402,1503960366,360,4/20/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
433,1503960366,360,4/20/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
464,1503960366,325,4/21/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
495,1503960366,325,4/21/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
526,1503960366,361,4/23/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
557,1503960366,361,4/23/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
588,1503960366,430,4/24/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
619,1503960366,430,4/24/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
650,1503960366,277,4/25/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
681,1503960366,277,4/25/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
712,1503960366,245,4/26/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
743,1503960366,245,4/26/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
774,1503960366,366,4/28/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
805,1503960366,366,4/28/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
836,1503960366,341,4/29/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
867,1503960366,341,4/29/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
898,1503960366,404,4/30/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
929,1503960366,404,4/30/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
960,1503960366,369,5/1/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
991,1503960366,369,5/1/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1022,1503960366,277,5/2/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1053,1503960366,277,5/2/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1084,1503960366,273,5/3/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1115,1503960366,273,5/3/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1146,1503960366,247,5/5/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1177,1503960366,247,5/5/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1208,1503960366,334,5/6/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1239,1503960366,334,5/6/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1270,1503960366,331,5/7/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1301,1503960366,331,5/7/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1332,1503960366,594,5/8/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1363,1503960366,594,5/8/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1394,1503960366,338,5/9/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1425,1503960366,338,5/9/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1456,1503960366,383,5/10/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1487,1503960366,383,5/10/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1518,1503960366,285,5/11/2016 12:00:00 AM,5/2/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1549,1503960366,285,5/11/2016 12:00:00 AM,5/3/2016 11:59:59 PM,52.5999984741211,22.6499996185303,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,0
1550,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/12/2016,678,0.469999998807907,0.469999998807907,0.0,0.0,0.469999998807907,2220
1551,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/13/2016,356,0.25,0.25,0.0,0.0,0.25,2151
1552,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/14/2016,2163,1.5,1.5,0.0,0.400000005960464,1.10000002384186,2383
1553,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/15/2016,980,0.680000007152557,0.680000007152557,0.0,0.0,0.680000007152557,2221
1554,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/16/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1555,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/17/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1556,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/18/2016,244,0.170000001788139,0.170000001788139,0.0,0.0,0.170000001788139,2111
1557,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/19/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1558,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/20/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1559,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/21/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1560,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/22/2016,149,0.100000001490116,0.100000001490116,0.0,0.0,0.100000001490116,2093
1561,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/23/2016,2945,2.03999996185303,2.03999996185303,0.0,0.0,2.03999996185303,2499
1563,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/25/2016,152,0.109999999403954,0.109999999403954,0.0,0.0,0.109999999403954,2100
1564,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/26/2016,3761,2.59999990463257,2.59999990463257,0.0,0.0,2.59999990463257,2638
1565,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/27/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1566,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/28/2016,1675,1.1599999666214,1.1599999666214,0.0,0.0,1.1599999666214,2351
1567,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/29/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1568,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/30/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1571,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/3/2016,1326,0.920000016689301,0.920000016689301,0.730000019073486,0.0,0.180000007152557,2195
1572,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/4/2016,1786,1.24000000953674,1.24000000953674,0.0,0.0,1.24000000953674,2338
1573,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/5/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1574,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/6/2016,2091,1.45000004768372,1.45000004768372,0.0,0.0,1.45000004768372,2383
1575,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/7/2016,1510,1.03999996185303,1.03999996185303,0.0,0.0,1.03999996185303,2229
1576,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/8/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1577,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/9/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1578,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/10/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1579,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/11/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1580,1927972279,750,4/12/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,1383
1581,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/12/2016,678,0.469999998807907,0.469999998807907,0.0,0.0,0.469999998807907,2220
1582,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/13/2016,356,0.25,0.25,0.0,0.0,0.25,2151
1583,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/14/2016,2163,1.5,1.5,0.0,0.400000005960464,1.10000002384186,2383
1584,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/15/2016,980,0.680000007152557,0.680000007152557,0.0,0.0,0.680000007152557,2221
1585,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/16/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1586,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/17/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1587,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/18/2016,244,0.170000001788139,0.170000001788139,0.0,0.0,0.170000001788139,2111
1588,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/19/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1589,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/20/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1590,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/21/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1591,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/22/2016,149,0.100000001490116,0.100000001490116,0.0,0.0,0.100000001490116,2093
1592,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/23/2016,2945,2.03999996185303,2.03999996185303,0.0,0.0,2.03999996185303,2499
1594,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/25/2016,152,0.109999999403954,0.109999999403954,0.0,0.0,0.109999999403954,2100
1595,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/26/2016,3761,2.59999990463257,2.59999990463257,0.0,0.0,2.59999990463257,2638
1596,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/27/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1597,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/28/2016,1675,1.1599999666214,1.1599999666214,0.0,0.0,1.1599999666214,2351
1598,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/29/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1599,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/30/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1602,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/3/2016,1326,0.920000016689301,0.920000016689301,0.730000019073486,0.0,0.180000007152557,2195
1603,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/4/2016,1786,1.24000000953674,1.24000000953674,0.0,0.0,1.24000000953674,2338
1604,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/5/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1605,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/6/2016,2091,1.45000004768372,1.45000004768372,0.0,0.0,1.45000004768372,2383
1606,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/7/2016,1510,1.03999996185303,1.03999996185303,0.0,0.0,1.03999996185303,2229
1607,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/8/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1608,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/9/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1609,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/10/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1610,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/11/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1611,1927972279,398,4/13/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,1383
1612,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/12/2016,678,0.469999998807907,0.469999998807907,0.0,0.0,0.469999998807907,2220
1613,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/13/2016,356,0.25,0.25,0.0,0.0,0.25,2151
1614,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/14/2016,2163,1.5,1.5,0.0,0.400000005960464,1.10000002384186,2383
1615,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/15/2016,980,0.680000007152557,0.680000007152557,0.0,0.0,0.680000007152557,2221
1616,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/16/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1617,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/17/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1618,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/18/2016,244,0.170000001788139,0.170000001788139,0.0,0.0,0.170000001788139,2111
1619,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/19/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1620,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/20/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1621,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/21/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1622,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/22/2016,149,0.100000001490116,0.100000001490116,0.0,0.0,0.100000001490116,2093
1623,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/23/2016,2945,2.03999996185303,2.03999996185303,0.0,0.0,2.03999996185303,2499
1625,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/25/2016,152,0.109999999403954,0.109999999403954,0.0,0.0,0.109999999403954,2100
1626,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/26/2016,3761,2.59999990463257,2.59999990463257,0.0,0.0,2.59999990463257,2638
1627,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/27/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1628,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/28/2016,1675,1.1599999666214,1.1599999666214,0.0,0.0,1.1599999666214,2351
1629,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/29/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1630,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/30/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1633,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/3/2016,1326,0.920000016689301,0.920000016689301,0.730000019073486,0.0,0.180000007152557,2195
1634,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/4/2016,1786,1.24000000953674,1.24000000953674,0.0,0.0,1.24000000953674,2338
1635,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/5/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1636,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/6/2016,2091,1.45000004768372,1.45000004768372,0.0,0.0,1.45000004768372,2383
1637,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/7/2016,1510,1.03999996185303,1.03999996185303,0.0,0.0,1.03999996185303,2229
1638,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/8/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1639,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/9/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1640,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/10/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1641,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/11/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1642,1927972279,475,4/15/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/12/2016,0,0.0,0.0,0.0,0.0,0.0,1383
1643,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/12/2016,678,0.469999998807907,0.469999998807907,0.0,0.0,0.469999998807907,2220
1644,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/13/2016,356,0.25,0.25,0.0,0.0,0.25,2151
1645,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/14/2016,2163,1.5,1.5,0.0,0.400000005960464,1.10000002384186,2383
1646,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/15/2016,980,0.680000007152557,0.680000007152557,0.0,0.0,0.680000007152557,2221
1647,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/16/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1648,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/17/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1649,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/18/2016,244,0.170000001788139,0.170000001788139,0.0,0.0,0.170000001788139,2111
1650,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/19/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1651,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/20/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1652,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/21/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1653,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/22/2016,149,0.100000001490116,0.100000001490116,0.0,0.0,0.100000001490116,2093
1654,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/23/2016,2945,2.03999996185303,2.03999996185303,0.0,0.0,2.03999996185303,2499
1656,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/25/2016,152,0.109999999403954,0.109999999403954,0.0,0.0,0.109999999403954,2100
1657,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/26/2016,3761,2.59999990463257,2.59999990463257,0.0,0.0,2.59999990463257,2638
1658,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/27/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1659,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/28/2016,1675,1.1599999666214,1.1599999666214,0.0,0.0,1.1599999666214,2351
1660,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/29/2016,0,0.0,0.0,0.0,0.0,0.0,2063
1661,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,4/30/2016,0,0.0,0.0,0.0,0.0,0.0,2064
1664,1927972279,296,4/26/2016 12:00:00 AM,4/13/2016 1:08:52 AM,133.5,47.5400009155273,5/3/2016,1326,0.920000016689301,0.920000016689301,0.730000019073486,0.0,0.180000007152557,2195
