,Id,TotalMinutesAsleep,SleepDay,Date,WeightKg,BMI,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,Calories
18359,6962181067,441,4/26/2016 12:00:00 AM,4/28/2016 11:59:59 PM,61.2000007629395,23.8899993896484,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18360,6962181067,441,4/26/2016 12:00:00 AM,4/28/2016 11:59:59 PM,61.2000007629395,23.8899993896484,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18369,6962181067,441,4/26/2016 12:00:00 AM,4/28/2016 11:59:59 PM,61.2000007629395,23.8899993896484,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18376,6962181067,441,4/26/2016 12:00:00 AM,4/28/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18381,6962181067,441,4/26/2016 12:00:00 AM,4/28/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18382,6962181067,441,4/26/2016 12:00:00 AM,4/28/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18383,6962181067,441,4/26/2016 12:00:00 AM,4/28/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18387,6962181067,441,4/26/2016 12:00:00 AM,4/28/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18390,6962181067,441,4/26/2016 12:00:00 AM,4/29/2016 11:59:59 PM,61.4000015258789,23.9599990844727,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18391,6962181067,441,4/26/2016 12:00:00 AM,4/29/2016 11:59:59 PM,61.4000015258789,23.9599990844727,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18400,6962181067,441,4/26/2016 12:00:00 AM,4/29/2016 11:59:59 PM,61.4000015258789,23.9599990844727,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18407,6962181067,441,4/26/2016 12:00:00 AM,4/29/2016 11:59:59 PM,61.4000015258789,23.9599990844727,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18412,6962181067,441,4/26/2016 12:00:00 AM,4/29/2016 11:59:59 PM,61.4000015258789,23.9599990844727,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18413,6962181067,441,4/26/2016 12:00:00 AM,4/29/2016 11:59:59 PM,61.4000015258789,23.9599990844727,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18414,6962181067,441,4/26/2016 12:00:00 AM,4/29/2016 11:59:59 PM,61.4000015258789,23.9599990844727,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18418,6962181067,441,4/26/2016 12:00:00 AM,4/29/2016 11:59:59 PM,61.4000015258789,23.9599990844727,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18421,6962181067,441,4/26/2016 12:00:00 AM,4/30/2016 11:59:59 PM,61.0,23.8199996948242,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18422,6962181067,441,4/26/2016 12:00:00 AM,4/30/2016 11:59:59 PM,61.0,23.8199996948242,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18431,6962181067,441,4/26/2016 12:00:00 AM,4/30/2016 11:59:59 PM,61.0,23.8199996948242,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18438,6962181067,441,4/26/2016 12:00:00 AM,4/30/2016 11:59:59 PM,61.0,23.8199996948242,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18443,6962181067,441,4/26/2016 12:00:00 AM,4/30/2016 11:59:59 PM,61.0,23.8199996948242,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18444,6962181067,441,4/26/2016 12:00:00 AM,4/30/2016 11:59:59 PM,61.0,23.8199996948242,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18445,6962181067,441,4/26/2016 12:00:00 AM,4/30/2016 11:59:59 PM,61.0,23.8199996948242,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18449,6962181067,441,4/26/2016 12:00:00 AM,4/30/2016 11:59:59 PM,61.0,23.8199996948242,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18452,6962181067,441,4/26/2016 12:00:00 AM,5/1/2016 11:59:59 PM,61.7000007629395,24.1000003814697,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18453,6962181067,441,4/26/2016 12:00:00 AM,5/1/2016 11:59:59 PM,61.7000007629395,24.1000003814697,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18462,6962181067,441,4/26/2016 12:00:00 AM,5/1/2016 11:59:59 PM,61.7000007629395,24.1000003814697,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18469,6962181067,441,4/26/2016 12:00:00 AM,5/1/2016 11:59:59 PM,61.7000007629395,24.1000003814697,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18474,6962181067,441,4/26/2016 12:00:00 AM,5/1/2016 11:59:59 PM,61.7000007629395,24.1000003814697,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18475,6962181067,441,4/26/2016 12:00:00 AM,5/1/2016 11:59:59 PM,61.7000007629395,24.1000003814697,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18476,6962181067,441,4/26/2016 12:00:00 AM,5/1/2016 11:59:59 PM,61.7000007629395,24.1000003814697,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18480,6962181067,441,4/26/2016 12:00:00 AM,5/1/2016 11:59:59 PM,61.7000007629395,24.1000003814697,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18483,6962181067,441,4/26/2016 12:00:00 AM,5/2/2016 11:59:59 PM,61.5,24.0,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18484,6962181067,441,4/26/2016 12:00:00 AM,5/2/2016 11:59:59 PM,61.5,24.0,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18493,6962181067,441,4/26/2016 12:00:00 AM,5/2/2016 11:59:59 PM,61.5,24.0,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18500,6962181067,441,4/26/2016 12:00:00 AM,5/2/2016 11:59:59 PM,61.5,24.0,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18505,6962181067,441,4/26/2016 12:00:00 AM,5/2/2016 11:59:59 PM,61.5,24.0,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18506,6962181067,441,4/26/2016 12:00:00 AM,5/2/2016 11:59:59 PM,61.5,24.0,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18507,6962181067,441,4/26/2016 12:00:00 AM,5/2/2016 11:59:59 PM,61.5,24.0,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18511,6962181067,441,4/26/2016 12:00:00 AM,5/2/2016 11:59:59 PM,61.5,24.0,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18514,6962181067,441,4/26/2016 12:00:00 AM,5/3/2016 11:59:59 PM,61.0,23.8199996948242,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18515,6962181067,441,4/26/2016 12:00:00 AM,5/3/2016 11:59:59 PM,61.0,23.8199996948242,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18524,6962181067,441,4/26/2016 12:00:00 AM,5/3/2016 11:59:59 PM,61.0,23.8199996948242,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18531,6962181067,441,4/26/2016 12:00:00 AM,5/3/2016 11:59:59 PM,61.0,23.8199996948242,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18536,6962181067,441,4/26/2016 12:00:00 AM,5/3/2016 11:59:59 PM,61.0,23.8199996948242,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18537,6962181067,441,4/26/2016 12:00:00 AM,5/3/2016 11:59:59 PM,61.0,23.8199996948242,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18538,6962181067,441,4/26/2016 12:00:00 AM,5/3/2016 11:59:59 PM,61.0,23.8199996948242,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18542,6962181067,441,4/26/2016 12:00:00 AM,5/3/2016 11:59:59 PM,61.0,23.8199996948242,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18545,6962181067,441,4/26/2016 12:00:00 AM,5/4/2016 11:59:59 PM,61.0999984741211,23.8500003814697,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18546,6962181067,441,4/26/2016 12:00:00 AM,5/4/2016 11:59:59 PM,61.0999984741211,23.8500003814697,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18555,6962181067,441,4/26/2016 12:00:00 AM,5/4/2016 11:59:59 PM,61.0999984741211,23.8500003814697,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18562,6962181067,441,4/26/2016 12:00:00 AM,5/4/2016 11:59:59 PM,61.0999984741211,23.8500003814697,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18567,6962181067,441,4/26/2016 12:00:00 AM,5/4/2016 11:59:59 PM,61.0999984741211,23.8500003814697,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18568,6962181067,441,4/26/2016 12:00:00 AM,5/4/2016 11:59:59 PM,61.0999984741211,23.8500003814697,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18569,6962181067,441,4/26/2016 12:00:00 AM,5/4/2016 11:59:59 PM,61.0999984741211,23.8500003814697,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18573,6962181067,441,4/26/2016 12:00:00 AM,5/4/2016 11:59:59 PM,61.0999984741211,23.8500003814697,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18576,6962181067,441,4/26/2016 12:00:00 AM,5/5/2016 11:59:59 PM,61.2999992370605,23.9300003051758,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18577,6962181067,441,4/26/2016 12:00:00 AM,5/5/2016 11:59:59 PM,61.2999992370605,23.9300003051758,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18586,6962181067,441,4/26/2016 12:00:00 AM,5/5/2016 11:59:59 PM,61.2999992370605,23.9300003051758,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18593,6962181067,441,4/26/2016 12:00:00 AM,5/5/2016 11:59:59 PM,61.2999992370605,23.9300003051758,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18598,6962181067,441,4/26/2016 12:00:00 AM,5/5/2016 11:59:59 PM,61.2999992370605,23.9300003051758,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18599,6962181067,441,4/26/2016 12:00:00 AM,5/5/2016 11:59:59 PM,61.2999992370605,23.9300003051758,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18600,6962181067,441,4/26/2016 12:00:00 AM,5/5/2016 11:59:59 PM,61.2999992370605,23.9300003051758,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18604,6962181067,441,4/26/2016 12:00:00 AM,5/5/2016 11:59:59 PM,61.2999992370605,23.9300003051758,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18607,6962181067,441,4/26/2016 12:00:00 AM,5/6/2016 11:59:59 PM,61.5,24.0,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18608,6962181067,441,4/26/2016 12:00:00 AM,5/6/2016 11:59:59 PM,61.5,24.0,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18617,6962181067,441,4/26/2016 12:00:00 AM,5/6/2016 11:59:59 PM,61.5,24.0,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18624,6962181067,441,4/26/2016 12:00:00 AM,5/6/2016 11:59:59 PM,61.5,24.0,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18629,6962181067,441,4/26/2016 12:00:00 AM,5/6/2016 11:59:59 PM,61.5,24.0,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18630,6962181067,441,4/26/2016 12:00:00 AM,5/6/2016 11:59:59 PM,61.5,24.0,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18631,6962181067,441,4/26/2016 12:00:00 AM,5/6/2016 11:59:59 PM,61.5,24.0,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18635,6962181067,441,4/26/2016 12:00:00 AM,5/6/2016 11:59:59 PM,61.5,24.0,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18638,6962181067,441,4/26/2016 12:00:00 AM,5/7/2016 11:59:59 PM,61.2000007629395,23.8899993896484,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18639,6962181067,441,4/26/2016 12:00:00 AM,5/7/2016 11:59:59 PM,61.2000007629395,23.8899993896484,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18648,6962181067,441,4/26/2016 12:00:00 AM,5/7/2016 11:59:59 PM,61.2000007629395,23.8899993896484,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18655,6962181067,441,4/26/2016 12:00:00 AM,5/7/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18660,6962181067,441,4/26/2016 12:00:00 AM,5/7/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18661,6962181067,441,4/26/2016 12:00:00 AM,5/7/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18662,6962181067,441,4/26/2016 12:00:00 AM,5/7/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18666,6962181067,441,4/26/2016 12:00:00 AM,5/7/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18669,6962181067,441,4/26/2016 12:00:00 AM,5/8/2016 11:59:59 PM,61.2000007629395,23.8899993896484,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18670,6962181067,441,4/26/2016 12:00:00 AM,5/8/2016 11:59:59 PM,61.2000007629395,23.8899993896484,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18679,6962181067,441,4/26/2016 12:00:00 AM,5/8/2016 11:59:59 PM,61.2000007629395,23.8899993896484,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18686,6962181067,441,4/26/2016 12:00:00 AM,5/8/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18691,6962181067,441,4/26/2016 12:00:00 AM,5/8/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18692,6962181067,441,4/26/2016 12:00:00 AM,5/8/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18693,6962181067,441,4/26/2016 12:00:00 AM,5/8/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18697,6962181067,441,4/26/2016 12:00:00 AM,5/8/2016 11:59:59 PM,61.2000007629395,23.8899993896484,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18700,6962181067,441,4/26/2016 12:00:00 AM,5/9/2016 11:59:59 PM,62.4000015258789,24.3500003814697,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18701,6962181067,441,4/26/2016 12:00:00 AM,5/9/2016 11:59:59 PM,62.4000015258789,24.3500003814697,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18710,6962181067,441,4/26/2016 12:00:00 AM,5/9/2016 11:59:59 PM,62.4000015258789,24.3500003814697,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18717,6962181067,441,4/26/2016 12:00:00 AM,5/9/2016 11:59:59 PM,62.4000015258789,24.3500003814697,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18722,6962181067,441,4/26/2016 12:00:00 AM,5/9/2016 11:59:59 PM,62.4000015258789,24.3500003814697,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18723,6962181067,441,4/26/2016 12:00:00 AM,5/9/2016 11:59:59 PM,62.4000015258789,24.3500003814697,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18724,6962181067,441,4/26/2016 12:00:00 AM,5/9/2016 11:59:59 PM,62.4000015258789,24.3500003814697,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18728,6962181067,441,4/26/2016 12:00:00 AM,5/9/2016 11:59:59 PM,62.4000015258789,24.3500003814697,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18731,6962181067,441,4/26/2016 12:00:00 AM,5/10/2016 11:59:59 PM,62.0999984741211,24.2399997711182,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18732,6962181067,441,4/26/2016 12:00:00 AM,5/10/2016 11:59:59 PM,62.0999984741211,24.2399997711182,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18741,6962181067,441,4/26/2016 12:00:00 AM,5/10/2016 11:59:59 PM,62.0999984741211,24.2399997711182,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18748,6962181067,441,4/26/2016 12:00:00 AM,5/10/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18753,6962181067,441,4/26/2016 12:00:00 AM,5/10/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18754,6962181067,441,4/26/2016 12:00:00 AM,5/10/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18755,6962181067,441,4/26/2016 12:00:00 AM,5/10/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18759,6962181067,441,4/26/2016 12:00:00 AM,5/10/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18762,6962181067,441,4/26/2016 12:00:00 AM,5/11/2016 11:59:59 PM,61.9000015258789,24.1700000762939,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18763,6962181067,441,4/26/2016 12:00:00 AM,5/11/2016 11:59:59 PM,61.9000015258789,24.1700000762939,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18772,6962181067,441,4/26/2016 12:00:00 AM,5/11/2016 11:59:59 PM,61.9000015258789,24.1700000762939,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18779,6962181067,441,4/26/2016 12:00:00 AM,5/11/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18784,6962181067,441,4/26/2016 12:00:00 AM,5/11/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18785,6962181067,441,4/26/2016 12:00:00 AM,5/11/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18786,6962181067,441,4/26/2016 12:00:00 AM,5/11/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18790,6962181067,441,4/26/2016 12:00:00 AM,5/11/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18793,6962181067,441,4/26/2016 12:00:00 AM,5/12/2016 11:59:59 PM,61.9000015258789,24.1700000762939,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18794,6962181067,441,4/26/2016 12:00:00 AM,5/12/2016 11:59:59 PM,61.9000015258789,24.1700000762939,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18803,6962181067,441,4/26/2016 12:00:00 AM,5/12/2016 11:59:59 PM,61.9000015258789,24.1700000762939,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18810,6962181067,441,4/26/2016 12:00:00 AM,5/12/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18815,6962181067,441,4/26/2016 12:00:00 AM,5/12/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18816,6962181067,441,4/26/2016 12:00:00 AM,5/12/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18817,6962181067,441,4/26/2016 12:00:00 AM,5/12/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18821,6962181067,441,4/26/2016 12:00:00 AM,5/12/2016 11:59:59 PM,61.9000015258789,24.1700000762939,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18824,6962181067,455,4/27/2016 12:00:00 AM,4/12/2016 11:59:59 PM,62.5,24.3899993896484,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18825,6962181067,455,4/27/2016 12:00:00 AM,4/12/2016 11:59:59 PM,62.5,24.3899993896484,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18834,6962181067,455,4/27/2016 12:00:00 AM,4/12/2016 11:59:59 PM,62.5,24.3899993896484,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18841,6962181067,455,4/27/2016 12:00:00 AM,4/12/2016 11:59:59 PM,62.5,24.3899993896484,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18846,6962181067,455,4/27/2016 12:00:00 AM,4/12/2016 11:59:59 PM,62.5,24.3899993896484,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18847,6962181067,455,4/27/2016 12:00:00 AM,4/12/2016 11:59:59 PM,62.5,24.3899993896484,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18848,6962181067,455,4/27/2016 12:00:00 AM,4/12/2016 11:59:59 PM,62.5,24.3899993896484,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18852,6962181067,455,4/27/2016 12:00:00 AM,4/12/2016 11:59:59 PM,62.5,24.3899993896484,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18855,6962181067,455,4/27/2016 12:00:00 AM,4/13/2016 11:59:59 PM,62.0999984741211,24.2399997711182,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18856,6962181067,455,4/27/2016 12:00:00 AM,4/13/2016 11:59:59 PM,62.0999984741211,24.2399997711182,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18865,6962181067,455,4/27/2016 12:00:00 AM,4/13/2016 11:59:59 PM,62.0999984741211,24.2399997711182,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
18872,6962181067,455,4/27/2016 12:00:00 AM,4/13/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/1/2016,5454,3.60999989509583,3.60999989509583,0.0,0.0,3.60999989509583,1740
18877,6962181067,455,4/27/2016 12:00:00 AM,4/13/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/6/2016,5908,3.91000008583069,3.91000008583069,0.0,0.0,3.91000008583069,1850
18878,6962181067,455,4/27/2016 12:00:00 AM,4/13/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/7/2016,6815,4.5,4.5,0.0,0.0,4.5,1947
18879,6962181067,455,4/27/2016 12:00:00 AM,4/13/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/8/2016,4188,2.76999998092651,2.76999998092651,0.0,0.519999980926514,2.25,1659
18883,6962181067,455,4/27/2016 12:00:00 AM,4/13/2016 11:59:59 PM,62.0999984741211,24.2399997711182,5/12/2016,3587,2.36999988555908,2.36999988555908,0.0,0.25,2.10999989509583,928
18886,6962181067,455,4/27/2016 12:00:00 AM,4/14/2016 11:59:59 PM,61.7000007629395,24.1000003814697,4/14/2016,1551,1.02999997138977,1.02999997138977,0.0,0.0,1.02999997138977,1466
18887,6962181067,455,4/27/2016 12:00:00 AM,4/14/2016 11:59:59 PM,61.7000007629395,24.1000003814697,4/15/2016,5563,3.6800000667572,3.6800000667572,0.0,0.0,3.6800000667572,1756
18896,6962181067,455,4/27/2016 12:00:00 AM,4/14/2016 11:59:59 PM,61.7000007629395,24.1000003814697,4/24/2016,5029,3.3199999332428,3.3199999332428,0.0,0.0,3.3199999332428,1705
